prompt_type;temperature;generation;task
one_shot;0,5;6;Select a cell image and assess the system's classification. If the classification is incorrect, use the correction feature to change it and provide a justification for the correction.
one_shot;0,5;7;Identify cells that were misclassified by the system and correct their classifications, providing explanations for the corrections.
one_shot;0,5;7;Review the table of test results to ensure that the number of detected cells and their classification are accurate.
one_shot;0,5;7;Examine the classified cell images to verify that they match their corresponding classifications.
one_shot;0,5;7;Validate the system's automatic classification of a specific cell type (e.g., ciliated cells) and correct any misclassifications, providing explanations for the corrections.
one_shot;0,5;7;Use the dashboard to access the classified cell images and review the confidence level of the system's classifications.
one_shot;0,5;7;Correct the system's classification of a cell that was incorrectly identified as an artifact, providing a reason for the correction.
one_shot;0,5;8;"Identify cells marked as ""Incorrect"" in the classified cells page and provide explanations for the original classification error."
one_shot;0,5;8;Review the table showing test results and identify any discrepancies between the automatically detected cell types and the expected reference range.
one_shot;0,5;8;Navigate to the classified cell images page and verify that the images are correctly categorized by confidence level (low, medium, high).
one_shot;0,5;8;"Select a cell image with a low confidence level and validate its classification by selecting ""Correct"" or ""Incorrect"". If incorrect, provide a reason for the classification error and select a new class."
one_shot;0,5;8;Compare the automatically detected cell types with the expected reference range in the table showing test results and identify any misclassifications.
one_shot;0,5;8;Use the dashboard to access various options and buttons and determine if they are easily accessible and intuitive to use.
one_shot;0,5;9;Identify and correct a cell classified as an artifact, providing a brief explanation for the correction.
one_shot;0,5;9;"Review the classification of a group of cells and mark any classifications as ""Incorrect"" if they do not match the actual cell types."
one_shot;0,5;9;Analyze the confidence level of a cell classification and determine if it is accurate based on the image.
one_shot;0,5;9;Validate the automatic classification of a cell as a red blood cell and provide a reason if it is incorrect.
one_shot;0,5;9;Review the reference range for a specific cell type and determine if the number of detected cells falls within the expected range.
one_shot;0,5;9;Correct a misclassified cell and explain why the original classification was incorrect.
one_shot;0,5;9;Evaluate the accuracy of the system's classification of a mucus-producing cell and provide feedback if necessary.
one_shot;0,5;9;Identify and correct a cell that was not classified by the system and provide a reason for the correction.
one_shot;0,5;9;Review the classified cell images and determine if the confidence level is accurate based on the image quality.
one_shot;0,4;1;Identify and correct the misclassifications of cells in class 'ciliated' and provide explanations for the corrections.
one_shot;0,4;1;Review the table displaying test results and identify any discrepancies between the automatic classifications and your expertise.
one_shot;0,4;1;Examine the classified cell images and determine whether the confidence levels (low, medium, high) accurately reflect the quality of the classifications.
one_shot;0,4;1;Validate the automatic classification of a cell as 'epithelial' and provide reasons for your decision.
one_shot;0,4;1;Use the validation/correction features to mark a classification as 'Incorrect' and select a new class for the cell.
one_shot;0,4;1;Compare the reference range for a specific cell type and determine whether it is accurate based on your expertise.
one_shot;0,4;1;Identify and explain the reasons for any discrepancies between the automatic classifications and your expertise.
one_shot;0,4;1;Use the system to re-classify a cell that was initially misclassified and provide explanations for the correction.
one_shot;0,4;10;Identify and correct the misclassification of a ciliated cell in the image, providing a brief explanation for the correction.
one_shot;0,4;10;Review the test results table and confirm that the reference range for epithelial cells is accurate.
one_shot;0,4;10;Browse through the classified cell images and select a cell with a low confidence level, then provide a reason why the classification is incorrect.
one_shot;0,4;10;"Validate the automatic classification of a lymphocyte cell as ""Correct"" or ""Incorrect"", and if incorrect, correct it and explain the reason for the correction."
one_shot;0,4;10;Use the system to identify and count the number of metaplastic cells in a nasal cytological preparation image.
one_shot;0,4;10;Review the dashboard to ensure that the system is displaying the correct number of detected cells and their corresponding classifications.
one_shot;0,4;10;Select a cell image with a medium confidence level and provide feedback on why the classification is accurate or inaccurate.
one_shot;0,4;2;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,4;2;Review the table showing the type of cell, the number of detected cells, the reference range, and a classification of their quantity. What information is missing that would be helpful for your work?
one_shot;0,4;2;Compare the classified cell images with the original images. How does the confidence level (low, medium, high) affect your confidence in the classification?
one_shot;0,4;2;Go to the dashboard and identify the most common types of cells detected in the last 5 analyses. What insights can be gained from this information?
one_shot;0,4;2;Select a cell image with a low confidence level and try to classify it manually. What are the challenges in classifying cells with low confidence levels?
one_shot;0,4;2;Review the explanations provided for incorrect classifications. Are they clear and helpful? How can they be improved?
one_shot;0,4;3;Identify cells that have been misclassified by the system and correct the classification, providing a reason for the correction.
one_shot;0,4;3;Review the table on the dashboard to understand how the system is presenting the test results, and verify that the information is accurate and easy to understand.
one_shot;0,4;3;Browse through the classified cell images and verify that they are correctly categorized by confidence level (low, medium, high).
one_shot;0,4;3;"Select a cell image that has been marked as ""Incorrect"" and correct the classification, providing a reason for the correction."
one_shot;0,4;3;"Use the system to validate the automatic classification of a cell, marking it as ""Correct"" or ""Incorrect"" and providing a reason for the decision."
one_shot;0,4;3;Explore the dashboard to identify how the system is presenting the reference range for each cell type, and verify that it is clear and easy to understand.
one_shot;0,4;4;"Identify and correct a cell that was misclassified as a ""ciliated"" cell, providing a reason for the correction."
one_shot;0,4;4;Review the table displaying cell types, numbers, reference ranges, and quantity classifications, and ensure that the information is accurate and easy to understand.
one_shot;0,4;4;Navigate to the classified cell images and view the images categorized by confidence level, ensuring that the images are correctly displayed and easily accessible.
one_shot;0,4;4;"Mark a classification as ""Incorrect"" and correct it by selecting a new class, providing a reason for the correction."
one_shot;0,4;6;Identify and correct the misclassification of a ciliated cell in the image, providing a brief explanation for the correction.
one_shot;0,4;6;Review the table showing the type of cell, number of detected cells, reference range, and classification of their quantity, and verify that the information is accurate for a sample nasal cytological preparation.
one_shot;0,4;6;Browse through the classified cell images, categorized by confidence level, and select an image with a low confidence level to review and potentially correct the classification.
one_shot;0,4;6;"Validate the automatic classification of a group of epithelial cells, marking them as ""Correct"" or ""Incorrect"" and providing reasons for any corrections made."
one_shot;0,4;6;Explore the dashboard to understand the overall performance of the system in identifying and classifying cells from a nasal cytological preparation, and identify any potential issues or areas for improvement.
one_shot;0,4;7;"Identify cells that have been misclassified as ""ciliated"" and correct the misclassifications, providing explanations for the corrections."
one_shot;0,4;7;Review the test results table and verify that the reference ranges for each cell type are accurate.
one_shot;0,4;7;Browse through the classified cell images and evaluate the confidence levels assigned to each image.
one_shot;0,4;7;"Validate the classification of a specific cell image, marking it as ""Correct"" or ""Incorrect,"" and provide reasons for any corrections."
one_shot;0,4;7;Compare the automatic classifications provided by the system with your own expertise and correct any discrepancies, providing explanations for the corrections.
one_shot;0,4;7;Use the dashboard to navigate through the results and identify any patterns or trends in the cell classifications.
one_shot;0,4;7;Evaluate the system's ability to detect rare or unusual cell types and correct any misclassifications.
one_shot;0,4;9;Identify and correct misclassifications in class ‘‘ciliated’’ and provide explanations for the corrections.
one_shot;0,4;9;Review the test results table and verify that the reference range and classification of cell quantity are accurate.
one_shot;0,4;9;Browse through the classified cell images, categorized by confidence level, and validate the classifications provided by the system.
one_shot;0,4;9;Select a cell image and mark the classification as “Incorrect”, then correct it by selecting a new class and providing reasons for the correction.
one_shot;0,4;9;Use the validation and correction features to reconfigure the model's classifications for a specific cell type.
one_shot;0,4;9;Compare the original and corrected classifications for a set of cells and assess the impact of corrections on the model's performance.
one_shot;0,3;10;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,3;10;Review the test results table and verify that the number of detected cells and reference range are accurate for a given nasal cytological preparation.
one_shot;0,3;10;Examine the classified cell images and categorize them by confidence level (low, medium, high). Provide feedback on the accuracy of the confidence levels.
one_shot;0,3;10;Validate the automatic classification of a specific cell type (e.g., eosinophils) and correct any incorrect classifications, providing reasons for the correction.
one_shot;0,3;10;Use the system to analyze a new nasal cytological preparation and evaluate the accuracy of the automatic cell identification and classification.
one_shot;0,3;10;Compare the system's automatic classification of a cell type with your own expertise and provide feedback on any discrepancies.
one_shot;0,3;10;Use the system to identify and correct any errors in the classification of a specific cell type (e.g., artifacts) and evaluate the impact on the overall accuracy of the model.
one_shot;0,3;3;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,3;3;Review the table on the dashboard to ensure that the number of detected cells and their classification are accurate.
one_shot;0,3;3;Examine the classified cell images and verify that they are correctly categorized by confidence level.
one_shot;0,3;3;Mark a cell classification as “Incorrect” and provide a reason for the correction.
one_shot;0,3;3;Use the system to reconfigure the model by correcting multiple misclassifications and providing explanations for each correction.
one_shot;0,3;3;Compare the reference range for a specific cell type with the number of detected cells in the table on the dashboard.
one_shot;0,3;5;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,3;5;Review the test results table and verify that the number of detected cells and reference range are accurate.
one_shot;0,3;5;Examine the classified cell images and evaluate the confidence level (low, medium, high) for each image.
one_shot;0,3;5;Validate the classification of a cell as “Correct” or “Incorrect” and provide reasons why the original classification was wrong.
one_shot;0,3;5;Correct the classification of a cell by selecting a new class and providing explanations for the correction.
one_shot;0,3;5;Use the dashboard to navigate to a specific section of the system and verify that the interface is intuitive and easy to use.
one_shot;0,3;6;Identify and correct the misclassification of a cell in the image, providing a clear explanation for the correction.
one_shot;0,3;6;Review the test results table and verify that the reference range is accurate for the detected cell types.
one_shot;0,3;6;Browse through the classified cell images and select an image with a low confidence level to review its classification.
one_shot;0,3;6;"Validate the automatic classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the classification."
one_shot;0,3;6;Use the system to correct the classification of a cell and provide a clear explanation for the correction.
one_shot;0,3;6;Review the dashboard to ensure that the system is displaying accurate information about the detected cell types and their quantities.
one_shot;0,3;9;Identify a cell that was misclassified and correct the classification, providing a brief explanation for the correction.
one_shot;0,3;9;Review the test results table and verify that the reference range is correctly displayed for each cell type.
one_shot;0,3;9;Examine the classified cell images and confirm that the confidence level indicator is correctly displayed for each image.
one_shot;0,3;9;"Use the validation feature to mark a classification as ""Incorrect"" and correct it by selecting a new class, providing a brief explanation for the correction."
one_shot;0,3;9;Browse the dashboard and identify the main sections and features, including the classified cell images and test results.
one_shot;0,3;9;Use the system to classify a new cell image and verify that the classification is correctly displayed in the test results table.
one_shot;0,2;1;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,2;1;Review the table showing the type of cell, the number of detected cells, the reference range, and the classification of their quantity. What do you think about the accuracy of the system's automatic classifications?
one_shot;0,2;1;Browse through the classified cell images, categorized by confidence level (low, medium, high). How do you think the confidence level affects the accuracy of the classifications?
one_shot;0,2;1;Mark a cell classification as “Incorrect” and provide a reason why the original classification was wrong. How does the system respond to your correction?
one_shot;0,2;1;Compare the system's automatic classifications with your own expertise. Are there any discrepancies? If so, how would you correct them?
one_shot;0,2;1;Use the validation and correction features to reconfigure the model. How do you think the model will improve after your corrections?
one_shot;0,2;2;Identify cells that have been misclassified as 'ciliated' and correct the misclassifications, providing explanations for the corrections.
one_shot;0,2;2;Review the table showing the type of cell, number of detected cells, reference range, and classification of quantity, and verify that it accurately reflects the cell classification.
one_shot;0,2;2;Examine the classified cell images, categorized by confidence level, and assess whether they accurately represent the corresponding cell types.
one_shot;0,2;2;"Mark a cell classification as ""Incorrect"" and correct it by selecting a new class, providing reasons why the original classification was wrong."
one_shot;0,2;2;Use the system to analyze a new nasal cytological preparation, and evaluate the accuracy of the automatic cell identification and classification.
one_shot;0,2;3;Identify a cell that was misclassified by the system and correct the classification, providing a reason for the correction.
one_shot;0,2;3;Review the table of test results and verify that the number of detected cells and the reference range are accurate.
one_shot;0,2;3;Examine the classified cell images and determine if the confidence level (low, medium, high) is appropriate for each image.
one_shot;0,2;3;"Select a cell image and mark the system's classification as ""Incorrect"", then correct the classification and provide a reason for the correction."
one_shot;0,2;3;Use the dashboard to navigate to a specific page and verify that the test results are displayed correctly.
one_shot;0,2;3;Identify a cell that was correctly classified by the system and verify that the classification is accurate.
one_shot;0,2;5;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,2;5;Review the table showing the type of cell, the number of detected cells, the reference range, and a classification of their quantity, and verify that it is accurate.
one_shot;0,2;5;Browse through the classified cell images, categorized by confidence level (low, medium, high), and assess their quality.
one_shot;0,2;5;Select a cell image that you believe was incorrectly classified and correct the classification, providing a reason for the correction.
one_shot;0,2;5;Use the validation and correction features to mark a classification as “Correct” or “Incorrect” and, if incorrect, correct it by selecting a new class and providing a reason for the correction.
one_shot;0,2;5;Evaluate the dashboard to ensure that it provides the necessary information for reviewing and correcting the automatic classifications.
one_shot;0,2;6;"Identify a cell classified as ""ciliated"" and explain why the original classification was incorrect."
one_shot;0,2;6;Review the table showing the type of cell, number of detected cells, reference range, and classification of their quantity. Are there any discrepancies or inconsistencies?
one_shot;0,2;6;Browse through the classified cell images, categorized by confidence level (low, medium, high). How do the images support or contradict the automatic classifications?
one_shot;0,2;6;"Select a cell classified as ""incorrect"" and correct the classification. Provide a brief explanation for the correction."
one_shot;0,2;6;Compare the original classification with the corrected one. How does the system's performance improve after the correction?
one_shot;0,2;6;Explore the dashboard to understand the overall performance of the system. Are there any patterns or trends in the classifications that could be improved?
one_shot;0,2;8;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,2;8;Review the table showing test results and verify that the number of detected cells matches the actual count.
one_shot;0,2;8;Examine the classified cell images categorized by confidence level and assess the accuracy of the classifications.
one_shot;0,2;8;Use the validation and correction features to mark a classification as “Incorrect” and provide a reason for the correction.
one_shot;0,2;8;Compare the original classification with the corrected classification and verify that the system updates the classification accordingly.
one_shot;0,2;8;Navigate to the dashboard and verify that the system displays the correct number of cells and their classifications.
one_shot;0,1;1;Identify and correct the misclassification of a ciliated cell in the image, providing a brief explanation for the correction.
one_shot;0,1;1;Review the table displaying test results and verify that the number of detected cells matches the actual count.
one_shot;0,1;1;Browse through the classified cell images, focusing on those with a low confidence level, and assess their accuracy.
one_shot;0,1;1;"Validate the classification of a red blood cell as ""Correct"" or ""Incorrect"" and provide a reason for your decision."
one_shot;0,1;1;Explore the dashboard to understand the overall performance of the system and identify areas for improvement.
one_shot;0,1;1;Correct the misclassification of a metaplastic cell and provide a justification for the correction.
one_shot;0,1;1;Assess the accuracy of the system's classification of epithelial cells and provide feedback on any discrepancies.
one_shot;0,1;1;Review the reference range for a specific cell type and verify that it is up-to-date and accurate.
one_shot;0,1;1;Identify and correct the misclassification of a mucus-producing cell, providing a brief explanation for the correction.
one_shot;0,1;1;Evaluate the system's ability to detect and classify artifacts and provide feedback on its performance.
one_shot;0,1;10;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,1;10;Review the table showing the type of cell, the number of detected cells, the reference range, and a classification of their quantity, and verify that it is accurate.
one_shot;0,1;10;Browse through the classified cell images, categorized by confidence level (low, medium, high), and assess their quality.
one_shot;0,1;10;Mark a classification of cells as “Correct” or “Incorrect” and, if incorrect, correct it by selecting a new class and providing reasons why the original classification was wrong.
one_shot;0,1;10;Use the system's features to validate and correct explanations in order to reconfigure the model, and evaluate the effectiveness of the corrections.
one_shot;0,1;2;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,1;2;Review the table showing the type of cell, the number of detected cells, the reference range, and a classification of their quantity. What information can be derived from this table?
one_shot;0,1;2;Browse through the classified cell images, categorized by confidence level (low, medium, high). How do the images correspond to the classifications provided by the system?
one_shot;0,1;2;Mark a classification of cells as “Correct” or “Incorrect” and, if incorrect, correct it by selecting a new class and providing reasons why the original classification was wrong. How does the system respond to corrections?
one_shot;0,1;2;Compare the original classification with the corrected one. What implications does this have for the reconfiguration of the model?
one_shot;0,1;3;Identify cells that have been misclassified and correct the classification, providing a reason for the correction.
one_shot;0,1;3;Review the table of test results to ensure that the number of detected cells and their classification are accurate.
one_shot;0,1;3;Examine the classified cell images and verify that they are correctly categorized by confidence level.
one_shot;0,1;3;"Mark a cell classification as ""Incorrect"" and correct it, providing a reason for the correction."
one_shot;0,1;3;Use the dashboard to compare the automatic classifications with your own expertise and identify areas where the model may need reconfiguration.
one_shot;0,1;3;Review the classified cell images and identify any patterns or trends in the misclassifications that may indicate a need for model improvement.
one_shot;0,1;5;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,1;5;Review the table on the dashboard to understand the types of cells detected and their quantities.
one_shot;0,1;5;Examine the classified cell images and determine if the confidence level is accurate for each image.
one_shot;0,1;5;Validate the classification of a cell as “Correct” or “Incorrect” and provide a reason for the correction.
one_shot;0,1;5;Use the system to correct a misclassified cell and explain why the original classification was wrong.
one_shot;0,1;5;Compare the reference range for a specific cell type with the number of detected cells in the table on the dashboard.
one_shot;0,1;6;Identify a cell that was misclassified as an epithelial cell and correct the classification, providing a reason for the correction.
one_shot;0,1;6;Review the table on the dashboard and verify that the number of detected ciliated cells is within the reference range.
one_shot;0,1;6;Examine a cell image classified with low confidence and determine if the classification is correct or incorrect. If incorrect, correct the classification and provide a reason for the correction.
one_shot;0,1;6;"Compare the classification of a cell marked as ""Incorrect"" with the original classification provided by the system and determine if the correction is accurate."
one_shot;0,1;6;Browse through the classified cell images and identify a cell that was correctly classified by the system. Verify that the classification is accurate and that the confidence level is appropriate.
one_shot;0,1;6;"Validate the classification of a cell marked as ""Correct"" and determine if the classification is accurate. If not, correct the classification and provide a reason for the correction."
one_shot;0,1;7;"Identify and correct the misclassifications of cells in the ""ciliated"" class, providing explanations for the corrections."
one_shot;0,1;7;Review the test results table and verify that the number of detected cells and reference ranges are accurate.
one_shot;0,1;7;Examine the classified cell images and determine if the confidence levels are correctly assigned.
one_shot;0,1;7;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide reasons for the correction if necessary."
one_shot;0,1;7;Use the system to reconfigure the model by correcting misclassifications and providing explanations, and then verify that the reconfigured model provides accurate classifications.
one_shot;0,1;8;Identify cells that have been misclassified and correct the classification, providing a brief explanation for the correction.
one_shot;0,1;8;Review the table on the dashboard to ensure that the number of detected cells and their classification are accurate.
one_shot;0,1;8;Examine the classified cell images and verify that they are correctly categorized by confidence level.
one_shot;0,1;8;"Mark a cell as ""Incorrect"" and correct its classification, providing a reason for the correction."
one_shot;0,1;8;Use the system to validate the automatic classification of a cell, and if necessary, correct it and provide an explanation for the correction.
one_shot;0,1;9;Identify and correct a cell that was misclassified as a ciliated cell, providing a clear explanation for the correction.
one_shot;0,1;9;Review the test results table and verify that the number of detected cells for each type is accurate.
one_shot;0,1;9;Examine a classified cell image with low confidence and determine whether it should be reclassified.
one_shot;0,1;9;"Mark a classification as ""Incorrect"" and provide a reason for the correction, then reclassify the cell."
one_shot;0,1;9;Compare the reference range for a specific cell type with the actual number of detected cells and determine if it is within the expected range.
one_shot;0,1;9;Use the classified cell images to identify any patterns or trends in the data that may indicate a need for model reconfiguration.
one_shot;0;1;Identify cells that have been misclassified and correct the classification, providing a reason for the correction.
one_shot;0;1;Review the table of test results to ensure that the number of detected cells and their classification are accurate.
one_shot;0;1;Examine the classified cell images and verify that they are correctly categorized by confidence level.
one_shot;0;1;"Mark a cell classification as ""Incorrect"" and correct it, providing a reason for the correction."
one_shot;0;1;Use the dashboard to compare the automatic classifications with your own expertise and identify any discrepancies.
one_shot;0;1;Review the explanations provided for incorrect classifications and determine if they are accurate.
one_shot;0;1;Correct a misclassified cell and explain why the original classification was incorrect.
one_shot;0;10;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;10;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;10;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;10;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;10;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;10;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;2;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;2;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;2;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;2;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;2;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;2;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;3;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;3;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;3;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;3;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;3;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;3;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;4;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;4;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;4;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;4;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;4;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;4;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;5;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;5;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;5;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;5;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;5;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;5;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;6;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;6;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;6;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;6;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;6;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;6;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;7;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;7;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;7;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;7;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;7;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;7;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;8;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;8;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;8;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;8;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;8;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;8;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
one_shot;0;9;Identify and correct the classification of a cell that was misclassified as a ciliated cell, and provide a reason for the correction.
one_shot;0;9;Review the table on the dashboard and identify the type of cell that is most frequently misclassified by the system.
one_shot;0;9;Examine the classified cell images and determine which category (low, medium, high) has the most accurate classifications.
one_shot;0;9;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for the validation."
one_shot;0;9;Correct the classification of a cell that was misclassified and explain why the original classification was incorrect.
one_shot;0;9;Use the dashboard to identify the reference range for a specific type of cell and compare it to the number of detected cells.
zero_shot;1;1;Open the application and navigate to the section where you can view the classified cells. Identify the image where a cell is incorrectly classified.
zero_shot;1;1;Choose an image of a cell that you believe was misclassified by the system. Take a few moments to verify the classification.
zero_shot;1;1;Review the explanations provided for each cell type in the table. Which cell type do you believe was misclassified?
zero_shot;1;1;"In the table, mark the cell type as ""Incorrect"" to indicate that you think the system made a mistake."
zero_shot;1;1;"On the image corresponding to the cell you just indicated as ""Incorrect"", select a new classification and provide a brief reason why the original classification was incorrect."
zero_shot;1;1;Verify that the system updates the classification table accordingly, and that the new classification is reflected in the cell image display.
zero_shot;1;1;Repeat the previous task for a few more cells to ensure the system accepts your corrections and updates the classification table accordingly.
zero_shot;1;3;The system displays classifications for various cells in a nasal cytological preparation. Review these classifications to identify any inaccuracies.
zero_shot;1;3;"You have been presented with an image where the classification was wrong. Mark this classification as ""Incorrect"" and provide a reason why the original classification was incorrect."
zero_shot;1;3;Evaluate the reference ranges provided for each cell type in the table displaying test results.
zero_shot;1;3;Select a classified cell image and adjust its classification to a more accurate one. Justify the change made.
zero_shot;1;3;Examine the confidence levels assigned to some cell classifications and explain how they influence the accuracy of the overall analysis.
zero_shot;1;6;"As a rhinocytologist, I would like to review a classification of cells and mark it as ""Correct"" when it matches the actual classification."
zero_shot;1;6;"As a rhinocytologist, I would like to review a classification of cells and mark it as ""Incorrect"" when it does not match the actual classification, and I would like to select a new class to correct the mistake."
zero_shot;1;6;As a rhinocytologist, I would like to select a classified cell image and view its explanation, to determine the reasons behind the system's classification.
zero_shot;1;6;As a rhinocytologist, I would like to review a classification of cells and provide a reason for why the original classification was incorrect.
zero_shot;1;6;As a rhinocytologist, I would like to understand how my corrections will affect the reconfiguration of the model, and I would like to see the impact of my corrections on the system's future classifications.
zero_shot;1;8;Imagine you've just reviewed the classified cells from a nasal cytological preparation and you found a cell that was misclassified. Describe how to correct the classification of this misclassified cell.
zero_shot;1;8;"Try to correct a classification where the system has assigned a confidence level other than ""high"" to a cell that you are certain is a certain type of cell. Use the ""incorrect"" classification as your starting point and fill in the reasons why it is incorrect."
zero_shot;1;8;Navigate to the page showing the classification of cells for a specific nasal cytological preparation. Find the reference range provided for the different types of cells and try to understand its meaning.
zero_shot;0,9;1;The rhinocytologist has just uploaded a new nasal cytological preparation and needs to review the classifications for a few cells. How do they navigate to the section where they can validate and correct the classifications?
zero_shot;0,9;1;A cell has been incorrectly classified as a ciliated cell. How does the rhinocytologist mark the classification as “Incorrect” and correct it to a different type?
zero_shot;0,9;1;The rhinocytologist wants to verify why the system classified a certain cell as a mast cell. What information do they need to access to understand the reasoning behind the classification?
zero_shot;0,9;1;How does the rhinocytologist filter the classified cell images to display only cells with a low confidence level?
zero_shot;0,9;2;Load a sample image of a nasal cytological preparation into the system and verify that it is properly displayed.
zero_shot;0,9;2;Identify and validate the automatic classification of cells in the sample image, including the type of cells, their number, and their reference range.
zero_shot;0,9;2;View the classified cell images, categorized by confidence level, and analyze the images to determine if they accurately represent the identified cells.
zero_shot;0,9;2;Correct the automatic classification of a cell that was incorrectly identified, providing a reason for the correction, and verify that the corrected classification is saved and displayed accurately.
zero_shot;0,9;2;Review the test results table to ensure that it accurately reflects the validated and corrected classifications, including the type of cells, their number, and their reference range.
zero_shot;0,9;5;"Click on a cell image that is marked as ""Incorrect"" and verify that you can correct its classification."
zero_shot;0,9;5;"Review the classification provided for a cell and verify that you can mark it as ""Correct""."
zero_shot;0,9;5;Explore the classified cell images and verify that you can view images categorized by confidence level.
zero_shot;0,9;5;Click on a cell image and verify that you can view its classification details and reference range.
zero_shot;0,9;5;Attempt to correct a cell classification and verify that you can provide a reason for the correction.
zero_shot;0,8;1;As a rhinocytologist, you want to review the test results for a nasal cytological preparation. You are presented with a dashboard showing a summary of the test results. Please navigate to the section where you can view the detailed results for each cell type.
